Event Id,Investigation Type,Accident Number,Event Date,Location,Country,Latitude,Longitude,Airport Code,Airport Name,Injury Severity,Aircraft Damage,Aircraft Category,Registration Number,Make,Model,Amateur Built,Number of Engines,Engine Type,FAR Description,Schedule,Purpose of Flight,Air Carrier,Total Fatal Injuries,Total Serious Injuries,Total Minor Injuries,Total Uninjured,Weather Condition,Broad Phase of Flight,Report Status,Publication Date,
20001213X31125 , Accident , CHI87DEC03 , 06/22/1987 ," ERIE, MI ", United States ,,,  ,  , Non-Fatal , Destroyed ,  , N2386T , NAVION , G , No ,1, Reciprocating ,  ,  , Personal ,  ,0.0,1.0,0.0,0.0, VMC , UNKNOWN , Probable Cause , 01/11/1989 , 
20001213X31219 , Accident , LAX87FA239 , 06/21/1987 ," BRIDGEPORT, CA ", United States ,,,57, BRYANT FIELD , Fatal(2) , Destroyed ,  , N662DM , ROCKWELL ,690, No ,2, Turbo Prop ,  , NSCH , Unknown , (DBA: RENO FLYING SERVICE) ,2.0,0.0,0.0,0.0, VMC , APPROACH , Probable Cause , 12/21/1988 , 
20001213X31140 , Accident , CHI87FA153 , 06/21/1987 ," MILWAUKEE, WI ", United States ,,, MKE , GENERAL MITCHELL FIELD , Fatal(2) , Destroyed ,  , N2678R , PIPER , PA-28R , No ,1, Reciprocating ,  ,  , Personal ,  ,2.0,0.0,0.0,0.0, IMC , APPROACH , Probable Cause , 04/24/1989 , 
20001213X31133 , Accident , CHI87DET07 , 06/21/1987 ," ROLLING PRAIRIE, IN ", United States ,,,  ,  , Fatal(1) , Destroyed ,  , N2813 , MCENTEE , STITSPLAYMATE SA-11A , Yes ,1, Reciprocating ,  ,  , Personal ,  ,1.0,0.0,0.0,0.0, IMC , CRUISE , Probable Cause , 05/26/1989 , 
20001213X31254 , Accident , MIA87FA189 , 06/20/1987 ," MIRAMAR, FL ", United States ,,, HWO , NORTH PERRY , Fatal(2) , Destroyed ,  , N2387J , BEECH ,23, No ,1, Reciprocating ,  ,  , Personal ,  ,2.0,0.0,0.0,0.0, VMC , TAKEOFF , Probable Cause , 02/03/1988 , 
20001213X31139 , Accident , CHI87FA151 , 06/20/1987 ," MARINE CITY, MI ", United States ,,, 76G , MARINE CITY , Fatal(2) , Destroyed ,  , N275T , CESSNA , 182D , No ,1, Reciprocating ,  ,  , Personal ,  ,2.0,0.0,0.0,0.0, VMC , APPROACH , Probable Cause , 10/17/1988 , 
20001213X31138 , Accident , CHI87FA149 , 06/20/1987 ," TOMAH, WI ", United States ,,, Y72 , TOMAH BLOYER , Fatal(2) , Destroyed ,  , N7189T , CESSNA , 172A , No ,1, Reciprocating ,  ,  , Personal ,  ,2.0,1.0,0.0,0.0, VMC ,  , Probable Cause , 05/26/1989 , 
20001213X31118 , Accident , BFO87DIG06 , 06/20/1987 ," EASTON, MD ", United States ,,, ESN , EASTON , Fatal(1) , Destroyed ,  , N4925S , STRIPLIN , SKY RANGER , Yes ,1, Reciprocating ,  ,  , Unknown ,  ,1.0,0.0,0.0,0.0, VMC , APPROACH , Probable Cause , 11/08/1988 , 
20001213X31135 , Accident , CHI87DEX07 , 06/19/1987 ," MCCORDSVILLE, IN ", United States ,,, I21 , BROOKSIDE , Non-Fatal , Destroyed ,  , N550LR , BOEING , E75 , No ,1, Reciprocating ,  ,  , Personal ,  ,0.0,1.0,0.0,0.0, VMC , TAKEOFF , Probable Cause , 04/24/1989 , 
20001213X31252 , Accident , MIA87FA187 , 06/18/1987 ," MERRITT ISLAND, FL ", United States ,,, COI , MERRITT ISLAND , Fatal(1) , Destroyed ,  , N5630K , MOONEY , M20J , No ,1, Reciprocating ,  ,  , Business ,  ,1.0,0.0,0.0,0.0, VMC , TAKEOFF , Probable Cause , 10/25/1988 , 
20001213X31251 , Accident , MIA87FA186 , 06/18/1987 ," PANAMA CITY, FL ", United States ,,,  ,  , Fatal(2) , Destroyed ,  , N7620S , BELLANCA , 8GCBC , No ,1, Reciprocating ,  ,  , Unknown ,  ,2.0,0.0,0.0,0.0, VMC , TAKEOFF , Probable Cause , 05/09/1988 , 
20001213X31080 , Accident , ATL87FA174 , 06/18/1987 ," ASHEVILLE, NC ", United States ,,,  ,  , Fatal(1) , Destroyed ,  , N900AJ , PIPER , PA-28R-200 , No ,1, Reciprocating ,  ,  , Personal ,  ,1.0,0.0,0.0,0.0, VMC , CRUISE , Probable Cause , 11/29/1988 , 
20001213X31079 , Accident , ATL87FA173 , 06/18/1987 ," CORAL SPRINGS, FL ", United States ,,,  ,  , Fatal(1) , Destroyed ,  , N184MA , MITSUBISHI , MU-2B , No ,2, Turbo Prop ,  ,  , Personal ,  ,1.0,0.0,0.0,0.0, VMC , UNKNOWN , Probable Cause , 04/24/1989 , 
20001213X31316 , Accident , NYC87LA179 , 06/17/1987 ," TEWKSBURY, MA ", United States ,,, B09 , TEW-MAC , Non-Fatal , Destroyed ,  , N53060 , CESSNA , 177RG , No ,1, Reciprocating ,  ,  , Personal ,  ,0.0,0.0,1.0,0.0, VMC , GO-AROUND , Probable Cause , 05/16/1989 , 
20001213X31226 , Accident , LAX87LA229 , 06/16/1987 ," KERNVILLE, CA ", United States ,,,  , KENNEDY MEADOWS , Non-Fatal , Destroyed ,  , N2477C , CESSNA ,180, No ,1, Reciprocating ,  ,  , Personal ,  ,0.0,0.0,0.0,2.0, VMC , TAKEOFF , Probable Cause , 03/31/1989 , 
20001213X31230 , Accident , LAX87LA235 , 06/15/1987 ," LONG BEACH, CA ", United States ,,,  ,  , Non-Fatal , Destroyed ,  , N115RJ , CESSNA ,152, No ,1, Reciprocating ,  ,  , Personal ,  ,0.0,0.0,0.0,2.0, VMC , MANEUVERING , Probable Cause , 04/24/1989 , 
20001213X31186 , Accident , FTW87DRA04 , 06/15/1987 ," LOUISE, TX ", United States ,,,  , TUCKER STRIP , Non-Fatal , Destroyed ,  , N7287V , AERO COMMANDER , CALLAIR B-1A , No ,1, Reciprocating ,  , UNK , Aerial Application ,  ,0.0,0.0,0.0,1.0, VMC , TAKEOFF , Probable Cause , 05/02/1988 , 
20001213X31078 , Accident , ATL87FA168 , 06/15/1987 ," BOWLING GREEN, KY ", United States ,,, BWG , BOWLING GREEN , Fatal(4) , Destroyed ,  , N1823Z , CESSNA , 205C , No ,1, Reciprocating ,  ,  , Personal ,  ,4.0,0.0,0.0,0.0, VMC , CLIMB , Probable Cause , 10/07/1988 , 
20001213X31218 , Accident , LAX87FA234 , 06/14/1987 ," HUNTINGTON BCH, CA ", United States ,,, L16 , MEADOWLARK , Fatal(1) , Destroyed ,  , N6461N , CESSNA , T210N , No ,1, Reciprocating ,  ,  , Personal ,  ,1.0,4.0,0.0,0.0, VMC , MANEUVERING , Probable Cause , 05/26/1989 , 
20001213X31173 , Accident , DEN87LA149 , 06/14/1987 ," DRISCOLL, ND ", United States ,,,  ,  , Non-Fatal , Destroyed ,  , N57773 , PIPER , PA-36-285 , No ,1, Reciprocating ,  , UNK , Aerial Application ,  ,0.0,0.0,0.0,1.0, VMC , LANDING , Probable Cause , 10/25/1988 , 
20001213X31162 , Accident , DEN87FA148 , 06/14/1987 ," BROOMFIELD, CO ", United States ,,, BJC , JEFFERSON COUNTY , Fatal(2) , Destroyed ,  , N4047H , MOONEY , M20K , No ,1, Reciprocating ,  ,  , Personal ,  ,2.0,1.0,0.0,0.0, VMC , TAKEOFF , Probable Cause ,  , 
20001213X31151 , Accident , CHI87LA147 , 06/14/1987 ," ANDERSON, IN ", United States ,,, 3AE , ACE AIRPARK , Non-Fatal , Destroyed ,  , N7306W , PIPER , PA-28-180 , No ,1, Reciprocating ,  ,  , Personal ,  ,0.0,0.0,0.0,3.0, VMC , TAKEOFF , Probable Cause , 01/11/1989 , 
20001213X31338 , Accident , SEA87LA114 , 06/13/1987 ," YERINGTON, NV ", United States ,,,  ,  , Non-Fatal , Destroyed ,  , N9795J , CESSNA , T-188C , No ,1, Reciprocating ,  , UNK , Aerial Application ,  ,0.0,0.0,1.0,0.0, VMC , MANEUVERING , Probable Cause , 07/05/1988 , 
20001213X31295 , Accident , NYC87FA172 , 06/13/1987 ," NANTUCKET, MA ", United States ,,, ACK , NANTUCKET MEMORIAL , Fatal(2) , Destroyed ,  , N222HF , PIPER , PA-32RT-300 , No ,1, Reciprocating ,  ,  , Personal ,  ,2.0,0.0,0.0,0.0, IMC , GO-AROUND , Probable Cause , 10/07/1988 , 
20001213X31269 , Accident , MIA87LA181 , 06/13/1987 ," ST. CLOUD, FL ", United States ,,,  , BIG SKY AIRPARK , Non-Fatal , Destroyed ,  , N6647S , CESSNA , 150H , No ,1, Reciprocating ,  ,  , Personal ,  ,0.0,1.0,1.0,0.0, VMC , TAKEOFF , Probable Cause , 11/08/1988 , 
20001213X31193 , Accident , FTW87FA142 , 06/13/1987 ," COOKSON, OK ", United States ,,, 44M , TENKILLE LAKE , Non-Fatal , Destroyed ,  , N3063V , BEECH ,35, No ,1, Reciprocating ,  ,  , Personal ,  ,0.0,1.0,0.0,1.0, VMC , CLIMB , Probable Cause , 11/29/1988 , 
20001213X31342 , Accident , SEA87LA118 , 06/12/1987 ," MILTON-FREEWATR, OR ", United States ,,,  ,  , Non-Fatal , Destroyed ,  , N2219W , BELL , 47G-3B-2 , No ,1, Reciprocating ,  , UNK , Aerial Application ,  ,0.0,0.0,1.0,0.0, VMC , MANEUVERING , Probable Cause , 05/02/1988 , 
20001213X31339 , Accident , SEA87LA115 , 06/12/1987 ," KETCHIKAN, AK ", United States ,,,  ,  , Non-Fatal , Destroyed ,  , N43944 , TAYLORCRAFT , BC12-D , No ,1, Reciprocating ,  ,  , Personal ,  ,0.0,0.0,0.0,2.0, VMC , LANDING , Probable Cause , 03/10/1988 , 
20001213X31192 , Accident , FTW87FA139 , 06/09/1987 ," EL PASO, TX ", United States ,,,  ,  , Fatal(2) , Destroyed ,  , N39JB , BEECH , V35A , No ,1, Reciprocating ,  ,  , Personal ,  ,2.0,0.0,0.0,0.0, VMC , TAKEOFF , Probable Cause , 02/24/1989 , 
20001213X31062 , Incident , ANC87IA077 , 06/09/1987 ," ANCHORAGE, AK ", United States ,,, ANC , ANCHORAGE INTERNATIONAL , Incident , Destroyed ,  , N766AS , BOEING , 727-90C , No ,3, Turbo Fan ,  ,  , Unknown ,  ,0.0,0.0,11.0,0.0, VMC , TAXI , Probable Cause , 07/10/1989 , 
20001213X31336 , Accident , SEA87LA111 , 06/08/1987 ," SEDRO WOOLLEY, WA ", United States ,,,  , HAYTON , Non-Fatal , Destroyed ,  , N64384 , de Havilland , DHC-2 MK.1 , No ,1, Reciprocating ,  ,  , Personal ,  ,0.0,0.0,1.0,0.0, VMC , TAKEOFF , Probable Cause , 11/08/1988 , 
20001213X31249 , Accident , LAX87LA353 , 06/08/1987 ," INDEPENDENCE, CA ", United States ,,,  ,  , Fatal(1) , Destroyed ,  , N55186 , CESSNA , 172P , No ,1, Reciprocating ,  ,  , Personal ,  ,1.0,0.0,0.0,0.0, UNK , CRUISE , Probable Cause , 09/05/1991 , 
20001213X31304 , Accident , NYC87LA163 , 06/07/1987 ," MIDDLETOWN, NY ", United States ,,,  ,  , Non-Fatal , Destroyed ,  , N98TX , SCHWEIZER , ASW-20 , No ,0, Unknown ,  ,  , Personal ,  ,0.0,0.0,0.0,1.0, VMC , TAKEOFF , Probable Cause , 04/24/1989 , 
20001213X31212 , Accident , FTW87MA135 , 06/07/1987 ," BAY CITY, MI ", United States ,,,  ,  , Fatal(2) , Destroyed ,  , N550H , MBB , BO-105CBS , No ,2, Turbo Shaft ,  ,  , Unknown ,  ,2.0,0.0,1.0,0.0, VMC , TAKEOFF , Probable Cause , 12/12/1988 , 
20001213X31137 , Accident , CHI87FA140 , 06/07/1987 ," MIDDLETON, WI ", United States ,,, C29 , MOREY AIRPORT , Fatal(4) , Destroyed ,  , N1358R , GRUMMAN AMERICAN , AA-5 , No ,1, Reciprocating ,  ,  , Personal ,  ,4.0,0.0,0.0,0.0, VMC , LANDING , Probable Cause , 03/22/1989 , 
20001213X31076 , Accident , ATL87FA160 , 06/07/1987 ," PLEASANT VIEW, TN ", United States ,,,  ,  , Fatal(1) , Destroyed ,  , N80532 , Globe , GLOBE GC-1A , No ,1, Reciprocating ,  ,  , Personal ,  ,1.0,0.0,1.0,0.0, VMC , MANEUVERING , Probable Cause , 10/07/1988 , 
20001213X31283 , Accident , MKC87LA120 , 06/06/1987 ," MEDIAPOLIS, IA ", United States ,,,  ,  , Non-Fatal , Destroyed ,  , N8803S , Eagle Aircraft Co. , DW-1 , No ,1, Reciprocating ,  , UNK , Aerial Application ,  ,0.0,0.0,0.0,1.0, VMC , TAKEOFF , Probable Cause , 11/08/1988 , 
20001213X31262 , Accident , MIA87LA173 , 06/06/1987 ," VAIDEN, MS ", United States ,,,  ,  , Non-Fatal , Destroyed ,  , N9734 , GRUMMAN , G-164A , No ,1, Reciprocating ,  , UNK , Aerial Application ,  ,0.0,0.0,1.0,0.0, VMC , MANEUVERING , Probable Cause , 07/05/1988 , 
20001213X31120 , Accident , BFO87LA041 , 06/06/1987 ," GAITHERSBURG, MD ", United States ,,,  ,  , Fatal(1) , Destroyed ,  , N2496Z , PICCARD , AX-6 , No ,  , Unknown ,  ,  , Personal ,  ,1.0,1.0,0.0,0.0, VMC , APPROACH , Probable Cause , 10/07/1988 , 
20001213X31281 , Accident , MKC87LA118 , 06/05/1987 ," DALTON, NE ", United States ,,,  ,  , Non-Fatal , Destroyed ,  , N4219J , CESSNA , 188C , No ,1, Reciprocating ,  , UNK , Aerial Application ,  ,0.0,0.0,0.0,1.0, VMC , TAKEOFF , Probable Cause , 05/02/1988 , 
20001213X31223 , Accident , LAX87LA226 , 06/05/1987 ," SANTA BARBARA, CA ", United States ,,, SBA , SANTA BARBARA , Non-Fatal , Destroyed ,  , N8985N , PIPER , PA-32-300 , No ,1, Reciprocating ,  ,  , Instructional ,  ,0.0,0.0,0.0,3.0, VMC , APPROACH , Probable Cause , 05/09/1988 , 
20001213X31161 , Accident , DEN87FA147 , 06/05/1987 ," CHOTEAU, MT ", United States ,,,  ,  , Fatal(4) , Destroyed ,  , N4999N , BELL , 206L-1 , No ,1, Turbo Shaft ,  , NSCH , Unknown , MINUTEMAN AVIATION (DBA: [EMS]) ,4.0,0.0,0.0,0.0, VMC , MANEUVERING , Probable Cause , 08/31/1988 , 
20001213X31217 , Accident , LAX87FA225 , 06/04/1987 ," CALIFORNIA CITY, CA ", United States ,,, L71 , CALIFORNIA CITY , Fatal(1) , Destroyed ,  , N444AV , DOUGLAS , A-4A , No ,1, Turbo Jet ,  ,  , Other Work Use ,  ,1.0,0.0,0.0,0.0, VMC , MANEUVERING , Probable Cause , 05/26/1989 , 
20001213X31171 , Accident , DEN87LA144 , 06/04/1987 ," MALTA, MT ", United States ,,, MLK , MALTA , Non-Fatal , Destroyed ,  , N417J , CESSNA , 188B , No ,1, Reciprocating ,  , UNK , Aerial Application ,  ,0.0,0.0,0.0,1.0, VMC , TAKEOFF , Probable Cause , 05/09/1988 , 
20001213X31129 , Accident , CHI87DEP06 , 06/04/1987 ," REDGRANITE, WI ", United States ,,,  ,  , Fatal(1) , Destroyed ,  , N56DZ , ZANK , CHALLENGER II , Yes ,1, Reciprocating ,  ,  , Personal ,  ,1.0,0.0,0.0,0.0, VMC , APPROACH , Probable Cause , 10/07/1988 , 
20001213X31334 , Accident , SEA87LA109 , 06/03/1987 ," VANCOUVER, WA ", United States ,,, 60S , PEARSON AIRPARK , Non-Fatal , Destroyed ,  , N9606F , HUGHES , 269C , No ,1, Reciprocating ,  ,  , Instructional ,  ,0.0,0.0,2.0,0.0, VMC , LANDING , Probable Cause , 11/29/1988 , 
20001213X31294 , Accident , NYC87FA170 , 06/03/1987 ," MONTGOMERY, NY ", United States ,,,  , ORANGE COUNTY , Fatal(2) , Destroyed ,  , N5527K , CESSNA , 310Q , No ,2, Reciprocating ,  ,  , Business ,  ,2.0,0.0,0.0,0.0, IMC , TAKEOFF , Probable Cause , 05/15/1989 , 
20001213X31293 , Accident , NYC87FA160 , 06/03/1987 ," SO. WINDSOR, CT ", United States ,,,  ,  , Fatal(2) , Destroyed ,  , N2287L , ROBINSON , R22 MARINER , No ,1, Reciprocating ,  ,  , Instructional ,  ,2.0,0.0,0.0,0.0, VMC , UNKNOWN , Probable Cause , 08/01/1988 , 
20001213X31211 , Accident , FTW87MA133 , 06/03/1987 ," ARNETT, OK ", United States ,,,  ,  , Fatal(1) , Destroyed ,  , N5488A , CESSNA , P210R , No ,1, Reciprocating ,  ,  , Business ,  ,1.0,0.0,0.0,0.0, VMC , CLIMB , Probable Cause , 05/26/1989 , 
20001213X31136 , Accident , CHI87FA139 , 06/03/1987 ," DAYTON, MN ", United States ,,,  ,  , Fatal(2) , Destroyed ,  , N128B , BELL , 47G , No ,1, Reciprocating ,  ,  , Business ,  ,2.0,0.0,0.0,0.0, VMC , CRUISE , Probable Cause , 02/24/1989 , 
20001213X31222 , Accident , LAX87LA223 , 06/02/1987 ," OXNARD, CA ", United States ,,, OXR , OXNARD , Non-Fatal , Destroyed ,  , N7320A , CESSNA ,152, No ,1, Reciprocating ,  ,  , Personal ,  ,0.0,0.0,2.0,0.0, IMC , TAKEOFF , Probable Cause , 02/24/1989 , 
20001213X31221 , Accident , LAX87LA222 , 06/02/1987 ," PAYSON, AZ ", United States ,,,  ,  , Non-Fatal , Destroyed ,  , N73916 , BELL , 47G-3B-1 , No ,1, Reciprocating ,  ,  , Personal ,  ,0.0,2.0,0.0,0.0, VMC , CRUISE , Probable Cause , 02/24/1989 , 
20001213X30902 , Accident , CHI87LA137 , 05/31/1987 ," IOLA, WI ", United States ,,, 68C , CENTRAL COUNTY , Non-Fatal , Destroyed ,  , N6509Q , AIRCOUPE , A-2-DEX , No ,1, Reciprocating ,  ,  , Personal ,  ,0.0,0.0,0.0,1.0, VMC , TAKEOFF , Probable Cause , 10/07/1988 , 
20001213X30870 , Accident , ATL87LA153 , 05/29/1987 ," TRENTON, KY ", United States ,,,  , TRENTON , Non-Fatal , Destroyed ,  , N68163 , CESSNA ,152, No ,1, Reciprocating ,  ,  , Instructional ,  ,0.0,0.0,0.0,2.0, VMC , GO-AROUND , Probable Cause , 05/02/1988 , 
20001213X31041 , Accident , SEA87FA106 , 05/28/1987 ," SHELTON, WA ", United States ,,,  ,  , Fatal(1) , Destroyed ,  , N28875 , HILLER , UH-12E , No ,1, Turbo Shaft ,  ,  , Positioning ,  ,1.0,0.0,0.0,0.0, VMC , CRUISE , Probable Cause , 07/05/1988 , 
20001213X30991 , Accident , MIA87LA164 , 05/27/1987 ," MISSING ACFT, Bahamas ", Bahamas ,,,  ,  , Fatal(1) , Destroyed ,  , N2652B , CESSNA , 402C , No ,2, Reciprocating ,  ,  , Positioning ,  ,1.0,0.0,0.0,0.0, UNK , UNKNOWN , Probable Cause , 08/19/1988 , 
20001213X30936 , Accident , FTW87FA129 , 05/27/1987 ," WALL, TX ", United States ,,,  ,  , Non-Fatal , Destroyed ,  , N4314W , BEECH , B-60 , No ,2, Reciprocating ,  ,  , Business ,  ,0.0,2.0,0.0,0.0, VMC , CRUISE , Probable Cause , 08/31/1988 , 
20001213X31040 , Accident , SEA87FA102 , 05/26/1987 ," BATTLE MOUNTAIN, NV ", United States ,,,  ,  , Fatal(3) , Destroyed ,  , N20FU , SOCATA , TB10 , No ,1, Reciprocating ,  ,  , Personal ,  ,3.0,0.0,0.0,0.0, IMC , CLIMB , Probable Cause , 10/07/1988 , 
20001213X30906 , Accident , DCA87MA033 , 05/26/1987 ," KENNER, LA ", United States ,,, MSY , NEW ORLEANS INTL/MOISANT , Non-Fatal , Destroyed ,  , N331CY , BRITISH AEROSPACE ,3101, No ,2, Turbo Prop ,  , SCHD , Unknown , AIR NEW ORLEANS (DBA: CONTINENTAL EXPRESS) ,0.0,2.0,9.0,0.0, VMC , TAKEOFF , Probable Cause , 12/12/1988 , 
20001213X30960 , Accident , LAX87FA212 , 05/25/1987 ," LOS GATOS, CA ", United States ,,,  ,  , Fatal(1) , Destroyed ,  , N114CH , ROCKWELL ,114, No ,1, Reciprocating ,  ,  , Business ,  ,1.0,0.0,0.0,0.0, IMC , CRUISE , Probable Cause , 03/31/1989 , 
20001213X30909 , Accident , DEN87FA134 , 05/25/1987 ," OGDEN, UT ", United States ,,, OGD , OGDEN MUNICIPAL , Non-Fatal , Destroyed ,  , N2888B , PIPER , PA-28RT-201T , No ,1, Reciprocating ,  ,  , Personal ,  ,0.0,4.0,0.0,0.0, VMC , CRUISE , Probable Cause , 08/31/1988 , 
20001213X31039 , Accident , SEA87FA100A , 05/24/1987 ," RITZVILLE, WA ", United States ,,,  ,  , Fatal(3) , Destroyed ,  , N5711A , CESSNA ,172, No ,1, Reciprocating ,  ,  , Personal ,  ,3.0,0.0,0.0,3.0, VMC , CRUISE , Probable Cause , 05/27/1988 , 
20001213X30855 , Accident , ATL87FA147 , 05/24/1987 ," SPARTANBURG, SC ", United States ,,,  ,  , Fatal(1) , Destroyed ,  , N6408 , HILLER , UH-12D (H23) , Yes ,1, Reciprocating ,  ,  , Personal ,  ,1.0,1.0,0.0,0.0, VMC , CRUISE , Probable Cause , 05/02/1988 , 
20001213X31017 , Accident , NYC87DNC10 , 05/23/1987 ," PETERBOROUGH, NH ", United States ,,,  ,  , Fatal(1) , Destroyed ,  , N22QT , HUFFMAN , QUICKIE Q2 , Yes ,1, Reciprocating ,  ,  , Personal ,  ,1.0,0.0,0.0,0.0, UNK , CRUISE , Probable Cause , 09/05/1991 , 
20001213X31015 , Accident , NYC87DHD05 , 05/23/1987 ," MULLICA HILL, NJ ", United States ,,,  ,  , Non-Fatal , Destroyed ,  , N2412X , PIPER , PA-36-400 , No ,1, Reciprocating ,  , UNK , Aerial Application ,  ,0.0,0.0,1.0,0.0, VMC , MANEUVERING , Probable Cause , 08/08/1989 , 
20001213X30961 , Accident , LAX87FA213B , 05/22/1987 ," TEHACHAPI, CA ", United States ,,,  ,  , Fatal(4) , Destroyed ,  , USAF , NORTHROP , T-38A , No ,2, Turbo Jet ,  , UNK , Unknown ,  ,4.0,0.0,0.0,0.0, VMC , CRUISE , Probable Cause , 03/28/1989 , 
20001213X30961 , Accident , LAX87FA213A , 05/22/1987 ," TEHACHAPI, CA ", United States ,,,  ,  , Fatal(4) , Destroyed ,  , N2520X , CESSNA , P206 , No ,1, Reciprocating ,  ,  , Business ,  ,4.0,0.0,0.0,0.0, VMC , CRUISE , Probable Cause , 03/28/1989 , 
20001213X30935 , Accident , FTW87FA123 , 05/22/1987 ," PORTER, OK ", United States ,,, HAX , HATBOX , Fatal(2) , Destroyed ,  , N81796 , PIPER , PA-32R-301 , No ,1, Reciprocating ,  ,  , Personal ,  ,2.0,0.0,0.0,0.0, VMC , DESCENT , Probable Cause , 11/08/1988 , 
20001213X31000 , Accident , MKC87FA106 , 05/21/1987 ," SIOUX CITY, IA ", United States ,,,  ,  , Fatal(3) , Destroyed ,  , N4982J , PIPER , PA-28R-180 , No ,1, Reciprocating ,  ,  , Personal ,  ,3.0,0.0,0.0,0.0, IMC , CLIMB , Probable Cause , 11/29/1988 , 
20001213X30998 , Accident , MKC87DPG01 , 05/21/1987 ," LAKE VILLAGE, AR ", United States ,,,  ,  , Fatal(1) , Destroyed ,  , N731YU , CESSNA , A188B , No ,1, Reciprocating ,  , UNK , Aerial Application ,  ,1.0,0.0,0.0,0.0, VMC , MANEUVERING , Probable Cause , 05/27/1988 , 
20001213X30944 , Accident , FTW87LA121 , 05/21/1987 ," OLLA, LA ", United States ,,, LA32 , OLLA , Non-Fatal , Destroyed ,  , N56QQ , CESSNA , A150L , No ,1, Reciprocating ,  ,  , Personal ,  ,0.0,1.0,0.0,0.0, VMC , TAKEOFF , Probable Cause , 10/25/1988 , 
20001213X30888 , Accident , CHI87FA132 , 05/21/1987 ," FRANKLIN GROVE, IL ", United States ,,,  ,  , Fatal(1) , Destroyed ,  , N81KX , JAUCH , COOT , Yes ,1, Reciprocating ,  ,  , Personal ,  ,1.0,0.0,0.0,0.0, VMC , MANEUVERING , Probable Cause , 02/24/1989 , 
20001213X31038 , Accident , SEA87FA098 , 05/20/1987 ," NORTH LAS VEGAS, NV ", United States ,,,  ,  , Fatal(1) , Destroyed ,  , N22LV , PIPER , PA-31-350 , No ,2, Reciprocating ,  ,  , Unknown ,  ,1.0,0.0,0.0,0.0, VMC , UNKNOWN , Probable Cause , 05/31/1988 , 
20001213X30908 , Accident , DEN87FA130 , 05/20/1987 ," CODY, WY ", United States ,,, COD , E.E. FAUST REGIONAL , Fatal(3) , Destroyed ,  , N2336X , PIPER , PA-31T-620II , No ,2, Turbo Prop ,  ,  , Business ,  ,3.0,0.0,0.0,0.0, IMC , APPROACH , Probable Cause , 11/08/1988 , 
20001213X30981 , Accident , MIA87FA160 , 05/19/1987 ," DUNDEE, MS ", United States ,,,  ,  , Fatal(1) , Destroyed ,  , N4654 , SCHWEIZER , G-164A , No ,1, Reciprocating ,  , UNK , Aerial Application ,  ,1.0,0.0,0.0,0.0, VMC , MANEUVERING , Probable Cause , 08/19/1988 , 
20001213X30953 , Accident , LAX87DUJ05 , 05/19/1987 ," TOLLESON, AZ ", United States ,,,  ,  , Non-Fatal , Destroyed ,  , N4034T , HILLER , UH-12E , No ,1, Reciprocating ,  , UNK , Aerial Application ,  ,0.0,0.0,0.0,1.0, VMC , STANDING , Probable Cause , 04/24/1989 , 
20001213X30969 , Accident , LAX87LA209 , 05/18/1987 ," APPLE VALLEY, CA ", United States ,,, APV , APPLE VALLEY , Non-Fatal , Destroyed ,  , N9220U , CESSNA , 150M , No ,1, Reciprocating ,  ,  , Instructional ,  ,0.0,2.0,0.0,0.0, VMC , TAKEOFF , Probable Cause , 12/27/1988 , 
20001213X30854 , Accident , ATL87FA142 , 05/18/1987 ," OXFORD, OH ", United States ,,, OXD , MIAMI UNIVERSITY , Fatal(4) , Destroyed ,  , N436 , CESSNA , T337G , No ,2, Reciprocating ,  ,  , Business ,  ,4.0,0.0,0.0,0.0, IMC , CRUISE , Probable Cause , 08/31/1988 , 
20001213X30850 , Accident , ATL87DMG01 , 05/18/1987 ," BEAUFORT, NC ", United States ,,,  ,  , Non-Fatal , Destroyed ,  , N3628Z , GRUMMAN , G-164B , No ,1, Reciprocating ,  , UNK , Aerial Application ,  ,0.0,0.0,0.0,1.0, VMC , TAKEOFF , Probable Cause , 03/10/1988 , 
20001213X30959 , Accident , LAX87FA207 , 05/17/1987 ," SANTA MONICA, CA ", United States ,,, SMO , SANTA MONICA , Non-Fatal , Destroyed ,  , N42814 , CESSNA , 182L , No ,1, Reciprocating ,  ,  , Personal ,  ,0.0,2.0,1.0,0.0, VMC , TAKEOFF , Probable Cause , 05/26/1989 , 
20001213X30899 , Accident , CHI87LA131 , 05/17/1987 ," NEILLSVILLE, WI ", United States ,,, VIQ , NEILLSVILLE MUNI , Non-Fatal , Destroyed ,  , N50499 , CESSNA , 150J , No ,1, Reciprocating ,  ,  , Instructional ,  ,0.0,0.0,2.0,0.0, VMC , TAKEOFF , Probable Cause , 10/25/1988 , 
20001213X30875 , Accident , BFO87FA037 , 05/17/1987 ," ELKTON, MD ", United States ,,,  ,  , Fatal(1) , Destroyed ,  , N714FZ , CESSNA , 150M , No ,1, Reciprocating ,  ,  , Personal ,  ,1.0,0.0,0.0,0.0, VMC , MANEUVERING , Probable Cause , 02/24/1989 , 
20001213X30898 , Accident , CHI87LA130 , 05/16/1987 ," LANSING, IL ", United States ,,, 3HA , LANSING MUNICIPAL , Non-Fatal , Destroyed ,  , N97193 , CESSNA , 172P , No ,1, Reciprocating ,  ,  , Personal ,  ,0.0,1.0,0.0,3.0, VMC , GO-AROUND , Probable Cause , 05/27/1988 , 
