Event Id,Investigation Type,Accident Number,Event Date,Location,Country,Latitude,Longitude,Airport Code,Airport Name,Injury Severity,Aircraft Damage,Aircraft Category,Registration Number,Make,Model,Amateur Built,Number of Engines,Engine Type,FAR Description,Schedule,Purpose of Flight,Air Carrier,Total Fatal Injuries,Total Serious Injuries,Total Minor Injuries,Total Uninjured,Weather Condition,Broad Phase of Flight,Report Status,Publication Date,
20001207X03318 , Accident , LAX95LA162 , 04/15/1995 ," AUBURN, CA ", United States ,,, AUN , AUBURN MUNI , Fatal(1) , Destroyed ,  , N301SH , PITTS , S-1E , Yes ,1, Reciprocating ,  ,  , Personal ,  ,1.0,0.0,0.0,0.0, VMC , MANEUVERING , Probable Cause , 10/26/1995 , 
20001207X03204 , Accident , ANC95FA044 , 04/15/1995 ," CANTWELL, AK ", United States ,,,  ,  , Fatal(2) , Destroyed ,  , N115F , CESSNA , 180B , No ,1, Reciprocating ,  ,  , Business ,  ,2.0,0.0,0.0,0.0, IMC , CRUISE , Probable Cause , 10/13/1995 , 
20001207X03335 , Accident , MIA95FA107 , 04/14/1995 ," DAYTONA BEACH, FL ", United States ,,,  ,  , Fatal(2) , Destroyed ,  , N577M , BEECH , 55-E55 , No ,2, Reciprocating ,  ,  , Personal ,  ,2.0,0.0,0.0,0.0, VMC , DESCENT , Probable Cause , 10/27/1995 , 
20001207X03249 , Accident , CHI95FA126B , 04/14/1995 ," OSHKOSH, WI ", United States ,,, OSH , WITTMAN REGIONAL , Fatal(4) , Destroyed ,  , N1HK , BEECH , V35B , No ,1, Reciprocating ,  ,  , Personal ,  ,4.0,0.0,0.0,0.0, VMC , APPROACH , Probable Cause , 03/25/1997 , 
20001207X03249 , Accident , CHI95FA126A , 04/14/1995 ," OSHKOSH, WI ", United States ,,, OSH , WITTMAN REGIONAL , Fatal(4) , Destroyed ,  , N45457 , CESSNA , 150M , No ,1, Reciprocating ,  ,  , Personal ,  ,4.0,0.0,0.0,0.0, VMC , APPROACH , Probable Cause , 03/25/1997 , 
20001207X03376 , Accident , SEA95FA079 , 04/13/1995 ," INDEX, WA ", United States ,,,  ,  , Fatal(1) , Destroyed ,  , N182AL , CESSNA , 182P , No ,1, Reciprocating ,  ,  , Personal ,  ,1.0,0.0,0.0,0.0, IMC , CRUISE , Probable Cause , 04/29/1996 , 
20001207X03365 , Accident , NYC95LA087 , 04/12/1995 ," DANBURY, CT ", United States ,,, DXR , DANBURY MUNICIPAL , Fatal(1) , Destroyed ,  , N602PC , PIPER , PA-60-602P , No ,2, Reciprocating ,  ,  , Personal ,  ,1.0,3.0,0.0,0.0, IMC , LANDING , Probable Cause , 01/19/1996 , 
20001207X03334 , Accident , MIA95FA105 , 04/12/1995 ," DAVIE, FL ", United States ,,, FXE , FORT LAUDERDALE EXECUTIVE , Fatal(1) , Destroyed ,  , N233AB , PACKARD/SQUIRE , RV-4 , Yes ,1, Reciprocating ,  ,  , Personal ,  ,1.0,0.0,0.0,0.0, VMC , CRUISE , Probable Cause , 01/19/1996 , 
20001207X03307 , Accident , LAX95FA161 , 04/12/1995 ," ROUND MOUNTAIN, CA ", United States ,,, O85 , BENTON AIRPARK , Fatal(2) , Destroyed ,  , N5461E , HELIO , H-250 , No ,1, Reciprocating ,  ,  , Personal ,  ,2.0,0.0,0.0,0.0, IMC , MANEUVERING , Probable Cause , 11/30/1995 , 
20001207X03248 , Accident , CHI95FA124 , 04/12/1995 ," GREAT BEND, ND ", United States ,,,  ,  , Fatal(1) , Destroyed ,  , N7057J , BEECH , 65-B80 , No ,2, Reciprocating ,  , NSCH , Unknown ," AIR CARGO MASTERS, INC. (DBA: AIR CARGO MASTERS) ",1.0,0.0,0.0,0.0, IMC , CRUISE , Probable Cause , 04/18/1996 , 
20001207X03246 , Accident , CHI95FA121 , 04/12/1995 ," BELLE PLAINE, MN ", United States ,,,  ,  , Fatal(3) , Destroyed ,  , N4738A , CESSNA , P-210N , No ,1, Reciprocating ,  ,  , Personal ,  ,3.0,0.0,0.0,0.0, IMC , CLIMB , Probable Cause , 09/24/1995 , 
20001207X03287 , Accident , FTW95LA162 , 04/09/1995 ," PINE BLUFF, AR ", United States ,,,  ,  , Non-Fatal , Destroyed ,  , N5277Z , WSK PZL MIELEC , M-18A DROMADIER , No ,1, Reciprocating ,  , UNK , Aerial Application ,  ,0.0,1.0,0.0,0.0, VMC , MANEUVERING , Probable Cause , 09/24/1995 , 
20001207X03275 , Accident , FTW95FA158 , 04/09/1995 ," SANGER, TX ", United States ,,,  ,  , Fatal(1) , Destroyed ,  , N5181E , CESSNA , 180B , No ,1, Reciprocating ,  ,  , Personal ,  ,1.0,0.0,0.0,0.0, VMC , MANEUVERING , Probable Cause , 10/13/1995 , 
20001207X03333 , Accident , MIA95FA100 , 04/08/1995 ," ST. PETERSBURG, FL ", United States ,,, SPG , ALBERT WHITTED AIRPORT , Fatal(2) , Destroyed ,  , N5718W , PIPER , PA-28-160 , No ,1, Reciprocating ,  ,  , Personal ,  ,2.0,0.0,0.0,0.0, VMC , APPROACH , Probable Cause , 11/30/1995 , 
20001207X03306 , Accident , LAX95FA157 , 04/08/1995 ," POLLACK PINES, CA ", United States ,,,  ,  , Fatal(4) , Destroyed ,  , N3904T , PIPER , PA-28R-180 , No ,1, Reciprocating ,  ,  , Personal ,  ,4.0,0.0,0.0,0.0, IMC , CRUISE , Probable Cause , 01/29/1996 , 
20001207X03258 , Accident , CHI95LA120 , 04/08/1995 ," ST. CLAIR, MO ", United States ,,, K39 , ST. CLAIR REGIONAL , Fatal(1) , Destroyed ,  , N3631W , Piper , PA-32-260 , No ,1, Reciprocating ,  ,  , Personal ,  ,1.0,0.0,0.0,0.0, VMC , TAKEOFF , Probable Cause , 04/10/1998 , 
20001207X03222 , Accident , ATL95LA077 , 04/08/1995 ," JACKSON, AL ", United States ,,, 4R3 , JACKSON MUNICIPAL , Non-Fatal , Destroyed ,  , N9288S , BEECH , B-19 , No ,1, Reciprocating ,  ,  , Personal ,  ,0.0,0.0,2.0,0.0, VMC , TAKEOFF , Probable Cause , 12/19/1995 , 
20001207X03213 , Accident , ATL95FA078 , 04/08/1995 ," COVINGTON, TN ", United States ,,,  ,  , Fatal(2) , Destroyed ,  , N6390C , PIPER , PA-34-200T , No ,2, Reciprocating ,  ,  , Personal ,  ,2.0,0.0,0.0,0.0, VMC , MANEUVERING , Probable Cause , 09/24/1995 , 
20001207X03284 , Accident , FTW95LA159 , 04/07/1995 ," SUGARTOWN, LA ", United States ,,,  ,  , Non-Fatal , Destroyed ,  , N53CR , ROBINSON , S-12 AIRAILE , No ,1, Reciprocating ,  ,  , Personal ,  ,0.0,1.0,0.0,0.0, VMC , TAKEOFF , Probable Cause , 08/23/1995 , 
20001207X03233 , Accident , BFO95FA045 , 04/07/1995 ," ELDERSBURG, MD ", United States ,,, 1W5 , HOBY WOLF , Fatal(3) , Destroyed ,  , N20819 , CESSNA , 172M , No ,1, Reciprocating ,  ,  , Personal ,  ,3.0,1.0,0.0,0.0, VMC , GO-AROUND , Probable Cause , 09/24/1995 , 
20001207X03356 , Accident , MIA95WA099 , 04/06/1995 ," NASSAU, Bahamas ", Bahamas ,,,  ,  , Non-Fatal , Destroyed ,  , N756CW , Cessna , U206G , No ,1, Reciprocating ,  ,  , Personal ,  ,0.0,0.0,0.0,4.0, VMC ,  , Foreign , 04/11/1995 , 
20001207X03240 , Accident , BFO95LA044 , 04/06/1995 ," FINKSBURG, MD ", United States ,,,  ,  , Non-Fatal , Destroyed ,  , N93874 , CESSNA ,152, No ,1, Reciprocating ,  ,  , Personal ,  ,0.0,2.0,0.0,0.0, VMC , CRUISE , Probable Cause , 11/30/1995 , 
20001207X03239 , Accident , BFO95LA043 , 04/06/1995 ," JEANNETTE, PA ", United States ,,, 5G8 , PITTSBURGH-BOQUET AIRPARK , Non-Fatal , Destroyed ,  , N6539J , PIPER , PA-28-180D , No ,1, Reciprocating ,  ,  , Personal ,  ,0.0,1.0,1.0,0.0, VMC , TAKEOFF , Probable Cause , 10/13/1995 , 
20001207X03312 , Accident , LAX95LA154 , 04/05/1995 ," STANFIELD, AZ ", United States ,,,  ,  , Fatal(1) , Destroyed ,  , N3105B , AYRES , S2R-T34 , No ,1, Turbo Prop ,  ,  , Unknown ,  ,1.0,0.0,1.0,0.0, VMC , MANEUVERING , Probable Cause , 09/12/2000 , 
20001207X03309 , Accident , LAX95LA151 , 04/03/1995 ," TURLOCK, CA ", United States ,,, O15 , TURLOCK MUNICIPAL , Non-Fatal , Destroyed ,  , N22955 , ANDRIS , KR2 , Yes ,1, Reciprocating ,  ,  , Unknown ,  ,0.0,0.0,1.0,0.0, VMC , TAKEOFF , Probable Cause , 09/24/1995 , 
20001207X03378 , Accident , SEA95LA074 , 04/02/1995 ," RENTON, WA ", United States ,,, RNT , RENTON MUNICIPAL , Non-Fatal , Destroyed ,  , N35EM , MIRSEPASY , VAN'S RV-6A , Yes ,1, Reciprocating ,  ,  , Personal ,  ,0.0,2.0,0.0,0.0, VMC , LANDING , Probable Cause , 11/08/1995 , 
20001207X03245 , Accident , CHI95FA114 , 04/02/1995 ," RUSH CITY, MN ", United States ,,, 54Y , RUSH CITY MUNICIPAL , Fatal(1) , Destroyed ,  , N56349 , MAULE , M-5-235C , No ,1, Reciprocating ,  ,  , Personal ,  ,1.0,0.0,0.0,0.0, VMC , LANDING , Probable Cause , 01/19/1996 , 
20001207X03235 , Accident , BFO95LA039 , 04/02/1995 ," BAYPORT, NY ", United States ,,, 23N , BAYPORT , Non-Fatal , Destroyed ,  , N70234 , PIPER , J3-C65 , No ,1, Reciprocating ,  ,  , Personal ,  ,0.0,1.0,0.0,0.0, VMC , TAKEOFF , Probable Cause , 10/19/1995 , 
20001207X03244 , Accident , CHI95DCQ01 , 04/01/1995 ," OTTAWA, KS ", United States ,,,  ,  , Fatal(1) , Destroyed ,  , N876CB , PITTS , S-2B , No ,1, Reciprocating ,  ,  , Personal ,  ,1.0,0.0,0.0,0.0, VMC , MANEUVERING , Probable Cause , 11/06/1995 , 
20001207X03188 , Accident , NYC95LA084 , 03/31/1995 ," CAIRO, OH ", United States ,,,  ,  , Non-Fatal , Destroyed ,  , N9228R , CESSNA , A188B , No ,1, Reciprocating ,  , UNK , Aerial Application ,  ,0.0,1.0,0.0,0.0, VMC , MANEUVERING , Probable Cause , 02/27/1996 , 
20001207X03169 , Accident , MIA95RA097 , 03/31/1995 ," TEGUCIGALPA, Honduras ", Honduras ,,,  ,  , Fatal(4) , Destroyed ,  , FAH12 , CESSNA , 185-F , No ,  , Unknown ,  , NSCH , Unknown ,  ,4.0,0.0,0.0,0.0, VMC ,  , Foreign , 04/10/1995 , 
20001207X03105 , Accident , CHI95LA343 , 03/31/1995 ," WAUKEGAN, IL ", United States ,,,  ,  , Fatal(1) , Destroyed ,  , N23990 , Beech , C23 , No ,1, Reciprocating ,  ,  , Personal ,  ,1.0,0.0,0.0,0.0, IMC , UNKNOWN , Probable Cause , 04/01/1996 , 
20001207X03190 , Accident , SEA95FA072 , 03/30/1995 ," BRUSH PRAIRIE, WA ", United States ,,,  ,  , Fatal(1) , Destroyed ,  , N85094 , AERONCA , 7AC , No ,1, Reciprocating ,  ,  , Personal ,  ,1.0,0.0,0.0,0.0, VMC , DESCENT , Probable Cause , 01/29/1996 , 
20001207X03154 , Accident , LAX95LA149 , 03/30/1995 ," GOODYEAR, AZ ", United States ,,,  ,  , Non-Fatal , Destroyed ,  , N94BV , BULSKY , SKYBOLT , No ,1, Reciprocating ,  ,  , Personal ,  ,0.0,0.0,0.0,2.0, VMC , CRUISE , Probable Cause , 08/23/1995 , 
20001207X03111 , Accident , FTW95FA150 , 03/30/1995 ," DALHART, TX ", United States ,,, DHT , DALHART MUNICIPAL , Fatal(1) , Destroyed ,  , N35917 , CESSNA , 177RG , No ,1, Reciprocating ,  ,  , Personal ,  ,1.0,0.0,0.0,0.0, IMC , CRUISE , Probable Cause , 09/24/1995 , 
20001207X03175 , Accident , NYC95FA080 , 03/29/1995 ," NAPLES, NY ", United States ,,,  ,  , Fatal(1) , Destroyed ,  , N96746 , CESSNA , 172P , No ,1, Reciprocating ,  ,  , Personal ,  ,1.0,1.0,0.0,0.0, IMC , CRUISE , Probable Cause , 01/29/1996 , 
20001207X03110 , Accident , FTW95FA147 , 03/27/1995 ," GLADEWATER, TX ", United States ,,,  ,  , Fatal(1) , Destroyed ,  , N1438Z , CESSNA , R172E , No ,1, Reciprocating ,  ,  , Aerial Observation ,  ,1.0,0.0,0.0,0.0, VMC , TAKEOFF , Probable Cause , 09/24/1995 , 
20001207X03084 , Accident , BFO95LA036 , 03/26/1995 ," OAKLAND, MD ", United States ,,, 2G4 , OAKLAND GARRETT COUNTY , Non-Fatal , Destroyed ,  , N757JQ , CESSNA ,152, No ,1, Reciprocating ,  ,  , Instructional ,  ,0.0,1.0,0.0,0.0, VMC , LANDING , Probable Cause , 11/06/1995 , 
20001207X03135 , Accident , LAX95FA145 , 03/25/1995 ," COMPTON, CA ", United States ,,, CPM , COMPTON , Non-Fatal , Destroyed ,  , N2232K , LUSCOMBE , 8E , No ,1, Reciprocating ,  ,  , Personal ,  ,0.0,0.0,1.0,0.0, VMC , TAKEOFF , Probable Cause , 06/19/1995 , 
20001207X03134 , Accident , LAX95FA144 , 03/25/1995 ," KAHULUI, MAUI, HI ", United States ,,, OGG , KAHULUI , Fatal(1) , Destroyed ,  , N7705Q , CESSNA , 310Q , No ,2, Reciprocating ,  ,  , Personal ,  ,1.0,0.0,0.0,0.0, VMC , CRUISE , Probable Cause , 09/24/1995 , 
20001207X03136 , Accident , LAX95FA148 , 03/23/1995 ," TOMS PLACE, CA ", United States ,,, MMH , MAMMOTH LAKES , Fatal(3) , Destroyed ,  , N15LT , BEECH , 35-C33 , No ,1, Reciprocating ,  ,  , Personal ,  ,3.0,0.0,0.0,0.0, IMC , CRUISE , Probable Cause , 03/21/1996 , 
20001207X03133 , Accident , LAX95FA141 , 03/22/1995 ," RENO, NV ", United States ,,, RNO , RENO CANNON INTERNATIONAL , Fatal(1) , Destroyed ,  , N9417B , Cessna , 208B , No ,1, Turbo Prop ,  , NSCH , Unknown , UNION FLIGHTS ,1.0,0.0,0.0,0.0, IMC , APPROACH , Probable Cause , 09/19/1996 , 
20001207X03124 , Accident , FTW95LA143 , 03/21/1995 ," GAIL, TX ", United States ,,,  ,  , Non-Fatal , Destroyed ,  , N99MP , PIPER , PA-18 , No ,1, Reciprocating ,  ,  , Other Work Use ,  ,0.0,2.0,0.0,0.0, VMC , MANEUVERING , Probable Cause , 10/13/1995 , 
20001207X03152 , Accident , LAX95LA146 , 03/20/1995 , PACIFIC OCEAN ,  ,,,  ,  , Non-Fatal , Destroyed ,  , N2223P , BELL , 206B , No ,1, Turbo Shaft ,  ,  , Aerial Observation ,  ,0.0,1.0,1.0,0.0, VMC , TAKEOFF , Probable Cause , 09/24/1995 , 
20001207X03098 , Accident , CHI95LA106 , 03/20/1995 ," MEADE, KS ", United States ,,,  ,  , Fatal(1) , Destroyed ,  , N5237S , AIR TRACTOR , AT-301 , No ,1, Reciprocating ,  , UNK , Aerial Application ,  ,1.0,0.0,0.0,0.0, VMC , MANEUVERING , Probable Cause , 10/27/1995 , 
20001207X03157 , Accident , MIA95FA089 , 03/18/1995 ," STALEY, NC ", United States ,,,  ,  , Fatal(1) , Destroyed ,  , N7545D , PIPER , PA-22-150 , No ,1, Reciprocating ,  ,  , Personal ,  ,1.0,0.0,0.0,0.0, VMC , MANEUVERING , Probable Cause , 08/23/1995 , 
20001207X03149 , Accident , LAX95LA139 , 03/18/1995 ," SAN GORGONIO, CA ", United States ,,,  ,  , Non-Fatal , Destroyed ,  , N5693W , ENSTROM , F28C-2 , No ,1, Reciprocating ,  ,  , Unknown ,  ,0.0,0.0,0.0,3.0, VMC , MANEUVERING , Probable Cause , 09/24/1995 , 
20001207X03062 , Accident , ATL95FA065 , 03/18/1995 ," TALLASSEE, AL ", United States ,,,  ,  , Fatal(1) , Destroyed ,  , N27120 , PIPER , J-3L-65 , No ,1, Reciprocating ,  ,  , Personal ,  ,1.0,0.0,0.0,0.0, VMC , MANEUVERING , Probable Cause , 10/26/1995 , 
20001207X03156 , Accident , MIA95FA087 , 03/17/1995 ," VERO BEACH, FL ", United States ,,,  ,  , Fatal(2) , Destroyed ,  , N1842M , CESSNA , 337F , No ,2, Reciprocating ,  ,  , Personal ,  ,2.0,0.0,0.0,0.0, IMC , CRUISE , Probable Cause , 01/19/1996 , 
20001207X03106 , Accident , DCA95RA024 , 03/17/1995 ," BARRANQUILLA, Colombia ", Colombia ,,,  ,  , Non-Fatal , Destroyed ,  , HK354 , McDonnell Douglas , DC-9-15 , No ,2, Unknown ,  , UNK , Unknown ,  ,0.0,0.0,0.0,4.0, VMC ,  , Foreign , 03/31/1995 , 
20001207X03183 , Accident , NYC95LA074 , 03/16/1995 ," JACKSON, NJ ", United States ,,, NEL ," NAES LAKEHURST, NJ ", Non-Fatal , Destroyed ,  , N1440L , BEECH , T-34B , No ,1, Reciprocating ,  ,  , Instructional ,  ,0.0,2.0,0.0,0.0, IMC , APPROACH , Probable Cause , 08/23/1995 , 
20001207X03147 , Accident , LAX95LA137 , 03/16/1995 ," HONOLULU, HI ", United States ,,,  ,  , Non-Fatal , Destroyed ,  , N37ST , de Havilland , DHC-6-200 , No ,2, Turbo Prop ,  ,  , Ferry ,  ,0.0,0.0,0.0,3.0, VMC , LANDING , Probable Cause , 01/29/1996 , 
20001207X03146 , Accident , LAX95LA136 , 03/16/1995 ," VAN NUYS, CA ", United States ,,, VNY , VAN NUYS , Non-Fatal , Destroyed ,  , N8873F , HUGHES , 269A , No ,1, Reciprocating ,  ,  , Instructional ,  ,0.0,0.0,1.0,0.0, VMC , LANDING , Probable Cause , 09/24/1995 , 
20001207X03171 , Accident , MIA95WA083 , 03/15/1995 ," SAN NICHOLAS, Argentina ", Argentina ,,,  ,  , Fatal(2) , Destroyed ,  , LVWFZ , BELL , 206-B3 , No ,  , Unknown ,  ,  , Personal ,  ,2.0,0.0,0.0,0.0, VMC ,  , Foreign , 03/30/1995 , 
20001207X03145 , Accident , LAX95LA135 , 03/15/1995 ," WINSLOW, AZ ", United States ,,,  ,  , Fatal(2) , Destroyed ,  , N1520C , CESSNA ,180, No ,1, Reciprocating ,  ,  , Personal ,  ,2.0,1.0,0.0,0.0, VMC , MANEUVERING , Probable Cause , 11/06/1995 , 
20001207X03109 , Accident , FTW95FA134 , 03/15/1995 ," BYERS, CO ", United States ,,,  ,  , Fatal(1) , Destroyed ,  , N777TK ," HINSHAW, KEITH T. ", BD5TP , Yes ,1, Turbo Prop ,  ,  , Personal ,  ,1.0,0.0,0.0,0.0, VMC , MANEUVERING , Probable Cause , 06/19/1995 , 
20001207X03078 , Accident , BFO95FA033 , 03/15/1995 ," CAMBRIDGE, MD ", United States ,,,  ,  , Fatal(1) , Destroyed ,  , N166CP , PIPER , PA-46-310P , No ,1, Reciprocating ,  ,  , Personal ,  ,1.0,0.0,0.0,0.0, IMC , TAKEOFF , Probable Cause , 11/30/1995 , 
20001207X03066 , Accident , ATL95LA061 , 03/15/1995 ," COLLEGEDALE, TN ", United States ,,, 3M3 , COLLEGEDALE MUNICIPAL , Non-Fatal , Destroyed ,  , N35138 , CESSNA , 177B , No ,1, Reciprocating ,  ,  , Unknown ,  ,0.0,1.0,0.0,0.0, VMC , CRUISE , Probable Cause , 10/13/1995 , 
20001207X03180 , Accident , NYC95LA071 , 03/14/1995 ," KINGSTON, NY ", United States ,,, 20N , KINGSTON-ULSTER , Non-Fatal , Destroyed ,  , N3665R , PIPER , PA-28-140 , No ,1, Reciprocating ,  ,  , Personal ,  ,0.0,1.0,0.0,0.0, VMC , TAKEOFF , Probable Cause , 10/26/1995 , 
20001207X03201 , Accident , SEA95LA070 , 03/13/1995 ," HILDALE, UT ", United States ,,,  ,  , Fatal(2) , Destroyed ,  , NONE , QUICKSILVER , MXL2 , No ,1, Unknown ,  ,  , Personal ,  ,2.0,0.0,0.0,0.0, VMC , DESCENT , Probable Cause , 09/24/1995 , 
20001207X03174 , Accident , NYC95FA068 , 03/12/1995 ," SUFFOLK, VA ", United States ,,, SFQ , SUFFOLK MUNI , Fatal(3) , Destroyed ,  , N57326 , PIPER , PA-32-260 , No ,1, Reciprocating ,  ,  , Personal ,  ,3.0,3.0,0.0,0.0, VMC , APPROACH , Probable Cause , 06/13/1996 , 
20001207X03051 , Accident , ANC95LA034 , 03/10/1995 ," KETCHIKAN, AK ", United States ,,,  ,  , Non-Fatal , Destroyed ,  , N6478H , CESSNA , 207A , No ,1, Reciprocating ,  , SCHD , Unknown ,  ,0.0,3.0,0.0,0.0, IMC , MANEUVERING , Probable Cause , 06/29/1995 , 
20001207X03189 , Accident , SEA95FA064 , 03/07/1995 ," LAKECREEK, OR ", United States ,,,  ,  , Fatal(1) , Destroyed ,  , N59HS , McDonnell Douglas , 369E , No ,1, Turbo Shaft ,  ,  , Instructional ,  ,1.0,0.0,0.0,0.0, VMC , MANEUVERING , Probable Cause , 01/29/1996 , 
20001207X03079 , Accident , BFO95LA029 , 03/06/1995 ," LONDON, OH ", United States ,,,  ,  , Non-Fatal , Destroyed ,  , N2299M , PIPER , PA-34-200T , No ,2, Reciprocating ,  ,  , Personal ,  ,0.0,0.0,1.0,0.0, IMC , TAKEOFF , Probable Cause , 11/06/1995 , 
20001207X03108 , Accident , FTW95FA130 , 03/05/1995 ," EL PRADO, NM ", United States ,,,  ,  , Fatal(4) , Destroyed ,  , N421BL , CESSNA , 421C , No ,2, Reciprocating ,  ,  , Personal ,  ,4.0,0.0,0.0,0.0, IMC , DESCENT , Probable Cause , 11/08/1995 , 
20001207X03114 , Accident , FTW95LA132 , 03/04/1995 ," GREELEY, CO ", United States ,,, GXY , GREELEY-WELD COUNTY , Non-Fatal , Destroyed ,  , N951BW , SCHMANSKI , KITFOX III , Yes ,1, Reciprocating ,  ,  , Personal ,  ,0.0,0.0,2.0,0.0, VMC , LANDING , Probable Cause , 05/18/1995 , 
20001207X03193 , Accident , SEA95LA060 , 03/03/1995 ," ALBANY, OR ", United States ,,,  ,  , Non-Fatal , Destroyed ,  , N6663S , CESSNA , 150H , No ,1, Reciprocating ,  ,  , Personal ,  ,0.0,0.0,1.0,0.0, VMC , DESCENT , Probable Cause , 12/19/1995 , 
20001207X03132 , Accident , LAX95FA129 , 03/03/1995 ," OCEANSIDE, CA ", United States ,,,  ,  , Fatal(4) , Destroyed ,  , N1260P , PIPER , PA-23-150 , No ,2, Reciprocating ,  ,  , Personal ,  ,4.0,0.0,0.0,0.0, IMC , CRUISE , Probable Cause , 01/19/1996 , 
20001207X03061 , Accident , ATL95FA057 , 03/03/1995 ," GAINESVILLE, GA ", United States ,,, GVL , LEE GILMER MEMORIAL , Fatal(2) , Destroyed ,  , N227DM , CESSNA , 208B , No ,1, Turbo Prop ,  ,  , Personal ,  ,2.0,0.0,0.0,0.0, IMC , APPROACH , Probable Cause , 10/26/1995 , 
20001207X03113 , Accident , FTW95LA128 , 03/01/1995 ," MONTROSE, CO ", United States ,,, MTJ , MONTROSE COUNTY MUNICIPAL , Non-Fatal , Destroyed ,  , N208DK , BEECH , 58P , No ,2, Reciprocating ,  ,  , Business ,  ,0.0,2.0,0.0,0.0, IMC , APPROACH , Probable Cause , 06/22/1996 , 
20001207X03011 , Accident , MIA95FAMS2 , 02/28/1995 , MISSING ,  ,,,  ,  , Fatal(2) , Destroyed ,  , N25900 , CESSNA ,152, No ,1, Reciprocating ,  ,  , Personal ,  ,2.0,0.0,0.0,0.0, VMC , UNKNOWN , Probable Cause , 05/18/1995 , 
20001207X02956 , Accident , FTW95FA125 , 02/28/1995 ," MIDWAY, AR ", United States ,,, BPK , BAXTER COUNTY REGIONAL , Fatal(1) , Destroyed ,  , N207Q , BEECH , 95-B55B , No ,2, Reciprocating ,  ,  , Personal ,  ,1.0,0.0,0.0,0.0, IMC , TAKEOFF , Probable Cause , 06/13/1996 , 
20001207X03005 , Accident , LAX95LA123 , 02/26/1995 ," JEAN, NV ", United States ,,, 0L7 , JEAN , Non-Fatal , Destroyed ,  , N57GE , BURKHART GROB , G102 ASTIR CS , No ,  , Unknown ,  ,  , Personal ,  ,0.0,0.0,1.0,0.0, VMC , TAKEOFF , Probable Cause , 08/31/1995 , 
20001207X02978 , Accident , LAX95FA119 , 02/26/1995 ," SAN JOSE, CA ", United States ,,, RHV , REID-HILLVIEW , Non-Fatal , Destroyed ,  , N9198L , BELLANCA , 7ECA , No ,1, Reciprocating ,  ,  , Personal ,  ,0.0,2.0,0.0,0.0, VMC , TAKEOFF , Probable Cause , 10/26/1995 , 
20001207X02979 , Accident , LAX95FA120 , 02/25/1995 ," KOTZEBUE, AK ", United States ,,,  ,  , Fatal(1) , Destroyed ,  , N6479H , CESSNA , 207A , No ,1, Reciprocating ,  , SCHD , Unknown , YUTE AIR ALASKA (DBA: YUTE AIR ALASKA) ,1.0,0.0,0.0,0.0, VMC , MANEUVERING , Probable Cause , 10/27/1995 , 
20001207X02930 , Accident , BFO95FA028 , 02/25/1995 ," YOUNGSTOWN, OH ", United States ,,, YNG , YOUNGSTOWN MUNI , Fatal(1) , Destroyed ,  , N732TU , Cessna , T210M , No ,1, Reciprocating ,  ,  , Business ,  ,1.0,0.0,0.0,0.0, IMC , APPROACH , Probable Cause , 11/11/1996 , 
20001207X02923 , Accident , ATL95FA054 , 02/24/1995 ," FRANKLIN, NC ", United States ,,, 1A5 , MACON COUNTY AIRPORT , Fatal(2) , Destroyed ,  , N7972Y , PIPER , PA-30B , No ,2, Reciprocating ,  ,  , Personal ,  ,2.0,0.0,0.0,0.0, VMC , APPROACH , Probable Cause , 10/13/1995 , 
20001207X03023 , Accident , NYC95GA060 , 02/22/1995 ," CAMBRIDGE, MA ", United States ,,,  ,  , Fatal(4) , Destroyed ,  , N20SP , EUROCOPTER , AS-350-B , No ,1, Turbo Shaft ,  ,  , Public Use ,  ,4.0,0.0,0.0,0.0, VMC , CRUISE , Probable Cause , 12/12/1995 , 
20001207X03020 , Accident , MIA95LA079 , 02/20/1995 , CARIBBEAN SEA ,  ,,,  ,  , Non-Fatal , Destroyed ,  , N598PR , PIPER , PA-32-260 , No ,1, Reciprocating ,  ,  , Personal ,  ,0.0,0.0,0.0,2.0, VMC , CLIMB , Probable Cause , 05/09/1995 , 
20001207X03000 , Accident , LAX95LA116 , 02/20/1995 ," CAREFREE, AZ ", United States ,,,  , RED CREEK AIRSTRIP , Non-Fatal , Destroyed ,  , N2688J , CESSNA , 150G , No ,1, Reciprocating ,  ,  , Personal ,  ,0.0,0.0,0.0,1.0, VMC , GO-AROUND , Probable Cause , 08/31/1995 , 
20001207X03029 , Accident , NYC95LA057 , 02/19/1995 ," WARWICK, NY ", United States ,,, N72 , WARWICK MUNICIPAL , Non-Fatal , Destroyed ,  , N9795L , BEECH , C23 , No ,1, Reciprocating ,  ,  , Personal ,  ,0.0,0.0,1.0,1.0, VMC , APPROACH , Probable Cause , 05/18/1995 , 
20001207X03008 , Accident , LAX95WA165 , 02/17/1995 ," LAURIETON, Australia ", Australia ,,,  ,  , Fatal(2) , Destroyed ,  , N9124S , Beech , BE-55 , No ,2, Reciprocating ,  ,  , Personal ,  ,2.0,2.0,0.0,0.0, IMC ,  , Foreign , 04/22/1995 , 
20001207X02949 , Accident , DCA95MA020 , 02/16/1995 ," KANSAS CITY, MO ", United States ,,, MKC , KANSAS CITY INTERNATIONAL , Fatal(3) , Destroyed ,  , N782AL , Douglas , DC-8-63 , No ,4, Turbo Jet ,  ,  , Ferry ,  ,3.0,0.0,0.0,0.0, VMC , TAKEOFF , Probable Cause , 02/14/1996 , 
